,iso,covax_total,avat_total,bilateral_total,donation_total,GGHE,Funding_amount,Funding amount utilized,Disbursement amount,Proportion_utilized,vaccine_willingness,funding_as_GGHE_prop,country,xcovax_offer,xcovax_strtemp,xcovax_should_have,name_short,income_group,population,Administration_rate_fully_vaccianted_70,per_population_current_doses_remaining_country,per_population_courses_secured_shipped_per_country,num_courses_remaining_country,num_doses_administered_per_capita,per_courses_req_secured_WHO_70,per_courses_shipped_WHO_70,per_courses_secured_WHO_70,doses_administered_by_population,num_courses_administered_WHO_70,num_courses_secured_WHO_70,num_courses_shipped_WHO_70,per_courses_administered_WHO_70,WHO_70per_global_target_vaccination_coverage_by_mid_status,WHO_40per_global_target_vaccination_coverage_by_mid_status,WHO_20per_global_target_vaccination_coverage_by_mid_status,WHO_10per_global_target_vaccination_coverage_by_mid_status,num_of_courses_required_WHO_70per,num_of_courses_required_administered_WHO_70per,num_of_courses_required_shipped_WHO_70per,num_of_courses_required_secured_WHO_70per,num_of_courses_required_WHO_40per,num_of_courses_required_administered_WHO_40per,num_of_courses_required_shipped_WHO_40per,num_of_courses_required_secured_WHO_40per,num_of_doses_administered_date,num_of_courses_secured,num_of_courses_delivered_date,num_of_doses_delivered_date,num_of_doses_remaining_in_country,per_of_population_fully_vaccinated_per_country,per_of_population_coverage_in_national_target_definition,Administration_rate__fully_vaccinated_4wk_average,National_target_deadline,Progress_national_target,National_target_detail,Progress_target_per_country,COVAX_participation_modality,total_vaccine_doses_received_utilized,who_region,vaccine_courses_secured_population,courses_delivered_date_population,Number_individuals_fully_vaccinated_any_product_from_any_source,day_average_of_individuals_fully_vaccinated,day_average_of_total_COVID_vaccine,days_until_country_coverage_target_achievement,doses_remaining_in_country_population,Vaccination_60_above,Vaccination_for_HCW,t70_scaleup,reported_supply_bottleneck,reported_lack_funding_bottleneck,reported_delivery_bottleneck,reported_health_bottleneck_bottleneck,reported_demand_challenges_bottleneck,reported_strategy_protocols_bottleneck,reported_needs_risk_and_engagement_strategies,reported_needs_health_recruitment_and_training,reported_needs_rapid_or_to_and_gaps_health_absorption_capacities,reported_needs_financial_support_support,reported_needs_procurement_vaccines_vaccines,reported_needs_guidance_developing_policies_or_for_up_vaccination_vaccination,reported_needs_operational_and_for_chain_management,Intent_to_vaccinate1,Name,Mortality,Primary_series_coverage,first_dose_coverage,pop_60,pop_hcw
140,MAR,5789580,0,67875000,NA,2530937679,6686000,NA,1416563.892,NA,0.917,0.002641709,NA,NA,NA,NA,Morocco,LMIC,36910560,0.001639111,0,0.51313895,0,1.474580256,0,0.177368346,0,1.474580256,23380122,0,5041009,0.177368346,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,28421131,5041009,0,0,16240646,0,0,0,54427583,48875416,29935170,59870340,0,0.633426369,NA,2.22E-05,,Not captured,NA,"40% target met, not on track for 70%",AMC,1,EMR,1.324158073,0.811019123,23380122,0.000145184,5358.821429,NA,0,NA,NA,11.29,No,No,No,No,No,No,No,No,Yes,No,No,No,No,89.3,Morocco,0.003,63.36,67.48,4579708,116863
141,MOZ,21647220,3360000,1.10E+07,1810000,251432156.9,233388471,3422310,6130263.93,1.791264944,0.949,0.928236364,NA,NA,NA,NA,Mozambique,LIC,31255435,0.007403832,0,0.622668729,0,1.011538569,0,0.053541898,0.369264483,1.011538569,13891137,8886972,1288576,0.422806382,Off track,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,24066685,10175548,8886972,0,13752391,0,0,0,31616078,34641495,15179713,30359426,0,0.444439087,0.76,0.00086858,6/30/2022,Off track,0.76,NA,AMC,1,AFR,1.108335078,0.485666349,13891137,0.005929235,185320.8214,101,0,0.008413918,0.594278388,1.25,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,95.5,Mozambique,0,38.244,40.994,1406840,111542
142,MMR,0,0,70200000,12436000,471534500.6,8812413,0,1047807.998,Inf,0.918,0.018688798,NA,NA,NA,NA,Myanmar,LMIC,54409800,0.007778832,0.011583068,0.731328612,630232.4,0.987879849,0,0.183732705,0.270529593,0.987879849,22863979,11333985,7697582,0.454262298,Off track,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,41895546,19031567,11333985,0,23940312,1076333,0,0,53750345,70353004,30561561,61123122,1260464.8,0.420218031,0.7,0.000696322,8/31/2022,Off track,0.7,NA,AMC,0.979378265,SEAR,1.293020825,0.561692214,22863979,0.00291036,158352.1071,150,0.023166136,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,Myanmar,0,43.147,56.309,5637607,162273
143,NAM,366240,331200,250000,520000,531677611.8,5009022,NA,77102.64,NA,NA,0.009421164,Namibia,70,100,97,Namibia,UMIC,2540905,0.019032181,0.140088472,0.035184905,355951.5,0.328527041,0.515124736,0.236969441,0.045694933,0.328527041,395625,89402,463630,0.79778911,Off track,3) Goal not yet met,3) Goal not yet met,2) Goal met after deadline,1956497,1560872,1097242,1007840,1117998,722373,258743,169342,834756,948656,859255,1718510,711903,0.155702397,0.6,0.000115791,3/31/2022,Deadline past,0.6,NA,No,0.585744046,AFR,0.373353785,0.338168881,395625,0,0,NA,0.280176945,NA,0.615902267,0,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,NA,Namibia,0.039,16.065,18.855,146909,19318
144,NRU,7200,0,NA,10000,8528751.642,0,NA,0,NA,NA,0,NA,NA,NA,NA,Nauru,HIC,10834,0,0,0,0,2.120731032,0,0,0,2.120731032,8342,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,8342,0,0,0,4767,0,0,0,22976,12637,12637,25274,0,0.792412775,NA,0.00271302,,Not captured,NA,70% target met,Self-financing,1,WPR,1.166420528,1.166420528,8585,0.010453203,113.25,NA,0,0.75606469,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nauru,0,79.241,87.355,742,218
145,NPL,30420880,0,1.20E+07,5585420,407084543.2,253422894.2,2159910,3831494.353,1.773913892,0.979,0.62253136,NA,NA,NA,NA,Nepal,LMIC,29136808,0,0.012650533,0.537269268,368596.15,1.529960488,0,0.131082869,0,1.529960488,19494453,0,2940889,0.131082869,On track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,22435342,2940889,0,0,12820196,0,0,0,44578165,40829510,25175198,50350397,737192.3,0.669066186,0.88,0.000621727,4/13/2022,Deadline past,0.88,"between 10% and 40%, on track for 70%",AMC,0.985358759,SEAR,1.401303448,0.86403418,19494453,0.001782663,51941.10714,184,0.025301066,1,1,0,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,98,Nepal,0.003,67.256,76.414,2606665,68798
146,NLD,0,0,NA,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA,Netherlands,HIC,17407585,0,0.210781547,1.724661721,3669197.7,2.058220195,0,0.074756189,0,2.058220195,12401820,0,1002020,0.074756189,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,13403840,1002020,0,0,7659337,0,0,0,35828643,54003884,23981688,47963376,7338395.4,0.71243771,NA,7.24E-05,,Not captured,NA,70% target met,No,0.847000024,EUR,3.102319104,1.377657383,12401820,0.003683025,64112.57143,NA,0.421563094,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8,Netherlands,0.098,71.258,77.347,4657170,1467661
147,NCL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Caledonia,HIC,285498,0.001976446,0,NA,0,1.605265186,NA,0.181223929,NA,1.605265186,179994,NA,39839,0.181223929,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,219833,39839,0,NA,125619,0,0,NA,458300,NA,252625,505250,0,0.630456255,NA,1.43E-05,,Not captured,NA,"40% target met, not on track for 70%",,1,WPR,NA,0.884857337,179994,2.69E-05,7.678571429,NA,0,0.095063249,NA,73.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Caledonia,0,63.046,65.886,42214,NA
148,NZL,100620,0,35020000,NA,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA,New Zealand,HIC,4822233,0,0,2.381841462,0,2.279545389,0,0,0,2.279545389,3713119,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3713119,0,0,0,2121783,0,0,0,10992499,17560310,6074516,12149033,0,0.840689987,NA,0.000593686,,Not captured,NA,70% target met,Self-financing,1,WPR,3.641530905,1.259689443,4054003,0.001499424,7230.571429,NA,0,0.697641211,0.711105017,0,No,No,No,No,No,No,No,No,No,No,No,No,No,94,New Zealand,2.053,84.447,88.428,1102303,317226
149,NIC,5157330,0,NA,5.00E+05,671998341.9,5627313.32,978461,2914834.553,2.978999218,0.954,0.008373999,NA,NA,NA,NA,Nicaragua,LMIC,6624554,0,0,0,0,1.566510138,0,0.084292852,0,1.566510138,4670937,0,429970,0.084292852,Goal met,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,5100907,429970,0,0,2914804,0,0,0,10377431,5501948,5707588,11415175,0,0.705094562,NA,0.001466363,,Not captured,NA,70% target met,AMC,1,AMR,0.830538629,0.861580719,4670937,0.002015715,13353.21429,NA,0,0.249257146,0.716177524,0,No,No,No,No,No,No,No,No,No,No,No,No,No,95.2,Nicaragua,0.015,70.509,86.142,599714,59987
150,NER,3842970,0,NA,425000,226203289.7,41917971.45,3500000,4099393.532,1.171255295,NA,0.18531106,NA,NA,NA,NA,Niger,LIC,24206644,0.022240966,0.056652401,0.55476924,1371364.5,0.111230784,0.117517912,0.078882818,0.720479501,0.111230784,1549279,13429101,1470306,0.916880232,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,18639116,17089837,15619531,2190430,10650923,9101644,7631338,0,2692524,16448686,3019585,6039170,2742729,0.064002222,0.428,3.49E-06,12/31/2022,Off track,0.428,NA,AMC,0.545843386,AFR,0.679511233,0.124741992,1549279,7.82E-06,189.3928571,89659,0.113304802,0.043089076,0.215700461,2842.66,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,NA,Niger,0,6.4,9.05,1032827,44228
151,NGA,62007030,2100000,NA,4.00E+05,2438881113,551521661.3,9995380,12365121.43,1.237083676,0.853,0.226137165,NA,NA,NA,NA,Nigeria,LMIC,206139589,0.02148642,0.075101644,0.426002375,15481422,0.186277013,0.203979381,0.148866802,0.553249839,0.186277013,14905142,87815955,23629253,0.906096023,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,158727484,143822342,120193089,32377134,90701419,75796277,52167024,0,38399067,126350350,38534395,77068790,30962844,0.072306062,0.363,0.000511938,12/31/2022,Off track,0.363,NA,AMC,0.598244062,AFR,0.612935876,0.186933501,14905142,0.000933954,192524.9286,567,0.150203288,0.09966405,0.340733897,23.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,Nigeria,0,7.728,13.293,9583675,1109420
152,NIU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niue,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2289,4578,NA,NA,NA,NA,,Not captured,NA,NA,No,NA,WPR,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niue,0,87.577,101.978,286,36
153,MKD,451800,0,1700000,558760,476517795.7,12100000,NA,0,NA,NA,0.025392546,NA,NA,NA,NA,North Macedonia,UMIC,2083380,0.010517876,0.039966281,0.504322303,83264.95,0.885816798,0,0.175434156,0.303211626,0.885816798,836358,486413,281432,0.478645782,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,1604203,767845,486413,0,916687,80329,0,0,1845493,2168485,1117790,2235581,166529.9,0.401442848,NA,2.07E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",No,0.925509342,EUR,1.040849485,0.536527182,836358,0.000155517,324,NA,0.079932562,1,0.308063092,67.63,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,NA,North Macedonia,0.192,40.289,41.099,439420,45007
154,MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN Mariana Islands,HIC,57557,0,NA,NA,NA,1.829403895,NA,NA,NA,1.829403895,42880,NA,NA,0.032469144,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,44319,1439,NA,NA,25325,0,NA,NA,105295,NA,NA,NA,NA,0.745000608,NA,0.00096178,,Not captured,NA,70% target met,,NA,WPR,NA,NA,42880,0.003508323,201.9285714,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.734,77.336,NA,NA
155,NOR,0,0,5290000,NA,NA,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA,Norway,HIC,5367580,0,0.209801391,0,1126125.75,2.101534211,0,0.023538381,0,2.101534211,4035752,0,97285,0.023538381,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4133037,97285,0,0,2361735,0,0,0,11280153,7381322,7518002,15036005,2252251.5,0.751875519,NA,2.95E-05,,Not captured,NA,70% target met,No,0.850209447,EUR,1.375167673,1.40063157,4035752,0.000154599,829.8214286,NA,0.419602782,1,0.464653678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,Norway,0,75.211,80.724,1287072,564302
156,PSE,1566200,0,6025000,644500,NA,10655299.54,230000,255000.16,1.108696348,0.834,NA,NA,NA,NA,NA,West Bank and Gaza,LMIC,5101414,NA,0.155045444,0.730472571,790951,0.729009839,0,0.299480485,0.250288117,0.729009839,1768549,983154,1176386,0.549768602,Off track,3) Goal not yet met,1) Goal met by deadline,1) Goal met by deadline,3928089,2159540,983154,0,2244622,476073,0,0,3718981,6671378,2944935,5889870,1581902,0.346678195,NA,7.30E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",AMC,0.731419879,EMR,1.307750753,0.577278182,1768549,0.000141893,723.8571429,NA,0.310090889,0.440740054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8,"occupied Palestinian territory, including east Jerusalem",0,34.668,39.24,264251,NA
157,OMN,520260,0,4870000,2.00E+05,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,Oman,HIC,5106626,0.0030151,0,9.79E-08,0,1.376657895,0.016673016,0.21329228,0,1.376657895,3027855,0,838687,0.229965296,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3932102,904247,65560,65560,2246915,0,0,0,7030077,3866542,3866542,7733085,0,0.592926719,NA,6.76E-05,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,1,EMR,0.757161872,0.757161774,3027855,0.000426141,2176.142857,NA,0,0.70360719,0.767119297,7.08,No,No,No,No,No,No,No,No,No,No,No,No,No,98.9,Oman,0.02,59.293,63.823,234088,99901
158,PAK,99048900,0,40700000,3220000,3233351298,768681033,14999987,19840879.02,1.322726414,0.98,0.237735081,NA,NA,NA,NA,Pakistan,LMIC,220892340,0.003778853,0,0,0,1.143972285,0.205487986,0.089526953,-0.001548242,1.143972285,120172202,-263336,15227380,0.293466697,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,170087102,49914900,34687520,34950856,97192630,0,0,0,252694715,135136246,135399582,270799165,0,0.544030644,0.65,0.001434318,6/30/2022,Off track,0.65,"between 10% and 40%, off track for 70%",AMC,1,EMR,0.611774249,0.612966398,120172202,0.002315253,511421.6429,48,0,1,1,1.63,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,97.2,Pakistan,0,54.462,64.481,15408512,1148724
159,PLW,0,0,2800,6200,18180646.81,0,NA,0,NA,NA,0,NA,NA,NA,NA,Palau,HIC,18092,0,0,1.134810966,0,2.596340924,0,-0.777474697,0.777474697,2.596340924,13931,10831,-10831,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,13931,0,10831,0,7960,0,4860,0,46973,23631,3100,6200,0,0.990824674,NA,0.000288209,,Not captured,NA,70% target met,Self-financing,1,WPR,1.306157418,0.171346451,17926,0.000756056,13.67857143,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palau,0,99.143,111.519,2985,364
160,PAN,484320,0,11090000,503100,3020530707,22600000,NA,862367.49,NA,0.956,0.007482129,NA,NA,NA,NA,Panama,UMIC,4314767,0,0,0.440786722,0,1.867438033,0,0.074667459,0,1.867438033,3074298,0,248073,0.074667459,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3322371,248073,0,0,1898497,0,0,0,8057560,6333550,4431658,8863317,0,0.712506145,NA,0.000308244,,Not captured,NA,70% target met,Self-financing,1,AMR,1.46787764,1.027090918,3074298,0.000928464,4006.107143,NA,0,0.8956004,0.875285671,0,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,94.3,Panama,0.185,71.251,80.287,550050,102528
161,PNG,853200,0,NA,218480,384406316.5,56707923,2745604,8188066.34,2.982245925,NA,0.147520789,NA,NA,NA,NA,Papua New Guinea,LMIC,8947024,0.023827743,0.040108197,0.449859361,358849,0.049314051,0.322310779,0.055136236,0.584232905,0.049314051,263995,4024902,379845,0.96167992,Off track,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,6889208,6625213,6245368,2220466,3936691,3672696,3292851,0,441214,4668742,643840,1287680,717698,0.029506459,0.2,2.57E-05,12/31/2022,Off track,0.2,NA,AMC,0.442642582,WPR,0.521820719,0.071961358,263995,7.34E-05,657.0357143,4553,0.080216394,0.050082733,0.707038903,324.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papua New Guinea,0.011,2.951,3.614,556701,14292
162,PRY,2437170,0,6250000,2732000,1218747109,4913888,NA,1696656.25,NA,0.916,0.004031918,Paraguay,80,94,100,Paraguay,UMIC,7132538,0.006813431,0,0.216263692,0,1.206940222,0,0.249359165,0.136556924,1.206940222,3372582,749978,1369494,0.385916089,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5492054,2119472,749978,0,3138317,0,0,0,8608547,6284585,4742076,9484152,0,0.472844589,NA,0.000204475,,Not captured,NA,"40% target met, not on track for 70%",Self-financing,1,AMR,0.881114829,0.664851137,3372582,0.000680748,4855.464286,NA,0,0.752937223,0.667501662,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,Paraguay,0.028,47.284,54.56,729005,129342
163,PER,8261670,0,146042600,3035100,7392665953,507941630,NA,0,NA,0.97,0.068708857,Peru,61,100,100,Peru,UMIC,32971854,0,0,1.183089052,0,2.182474756,0,0,0,2.182474756,25388328,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,25388328,0,0,0,14507616,0,0,0,71960239,78669678,39661038,79322076,0,0.814476371,NA,0.00089897,,Not captured,NA,70% target met,Self-financing,1,AMR,2.385964632,1.20287558,26854796,0.004855104,160081.7857,NA,0,NA,NA,0,No,No,No,No,No,No,No,No,No,No,No,No,No,96.7,Peru,0.331,81.448,88.29,4270113,389042
164,PHL,69160490,0,1.67E+08,11103770,4754985989,1558323302,4914708,10745742.78,2.186445824,0.971,0.327724058,NA,NA,NA,NA,Philippines,LMIC,109581078,0.001997606,0.321049967,0.371244162,35181001.5,1.330990046,0,0.193379331,0,1.330990046,68060579,0,16316851,0.193379331,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,84377430,16316851,0,0,48215674,0,0,0,145851324,160799850,120118515,240237030,70362003,0.621097914,0.8,0.000825402,6/30/2022,Off track,0.8,"40% target met, not on track for 70%",AMC,0.707114249,WPR,1.467405262,1.0961611,68060579,0.001507656,165210.5357,208,0.642099934,0.680137016,1,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8,Philippines,0.038,62.463,66.794,9861907,549858
165,PCN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,92,NA,NA
166,POL,0,0,NA,NA,26422210443,0,NA,0,NA,0.847,0,NA,NA,NA,NA,Poland,HIC,37958138,0.003755933,0.535864786,1.742303627,20340429.5,1.428518385,0,0.232665233,0,1.428518385,22427481,0,6800285,0.232665233,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,29227766,6800285,0,0,16701581,0,0,0,54223898,118859466,52724865,105449730,40680859,0.590847765,NA,8.38E-05,,Not captured,NA,"40% target met, not on track for 70%",No,0.614215617,EUR,3.13133027,1.389026643,22427481,0.000480952,18256.03571,NA,1.071729572,1,0.543556145,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,Poland,0.208,59.139,59.925,9968194,1064293
167,PRT,0,0,NA,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,Portugal,HIC,10295909,0,0.343712148,1.442162708,3538829,2.306742901,0,0,0,2.306742901,7927850,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,7927850,0,0,0,4530200,0,0,0,23750015,31974861,17126485,34252970,7077658,0.856686573,NA,0.000119781,,Not captured,NA,70% target met,No,0.793370969,EUR,3.105588929,1.663426221,8820367,0.000567736,5845.357143,NA,0.687424296,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,Portugal,0.942,85.746,94.283,3034934,461765
168,PRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,0.769,92.608,108.024,NA,NA
169,QAT,122400,0,NA,NA,NA,NA,NA,NA,NA,0.979,NA,NA,NA,NA,NA,Qatar,HIC,2881053,0,0,0,0,2.341359565,0,0,0,2.341359565,2218411,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2218411,0,0,0,1267663,0,0,0,6745581,3708633,3718684,7437368,0,0.906300578,NA,0.000145309,,Not captured,NA,70% target met,Self-financing,1,EMR,1.287249141,1.290737796,2611100,0.001656091,4771.285714,NA,0,0.439510805,NA,0,No,No,No,No,No,No,No,No,No,No,No,No,No,98.4,Qatar,0,90.63,90.63,115128,34325
170,KOR,2516580,0,2.22E+08,1413000,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA,Republic of Korea,HIC,51269185,0,0,0.884926413,0,2.383814839,0,0,0,2.383814839,39477272,0,0,0,Goal met,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,39477272,0,0,0,22558441,0,0,0,122216244,113189789,67820333,135640666,0,0.867220944,NA,3.91E-05,,Not captured,NA,70% target met,Self-financing,1,WPR,2.207754795,1.322828381,44461711,0.001226272,62869.96429,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,Republic of Korea,0.862,86.737,87.676,12394485,2080345
171,MDA,931410,0,800830,855920,426639742.9,34159693.15,367944,922665.68,2.507625291,0.778,0.080066833,NA,NA,NA,NA,Republic of Moldova,UMIC,4033963,0.014542335,0.004302965,0.386736319,17358,0.536800412,0.104234113,0.052575341,0.50225488,0.536800412,1058998,1560080,163307,0.659064334,Off track,3) Goal not yet met,2) Goal met after deadline,1) Goal met by deadline,3106152,2047154,1883847,323767,1774944,715946,552639,0,2165433,2782385,1222305,2444610,34716,0.262520504,0.7,7.14E-05,12/31/2022,Off track,0.7,"between 10% and 40%, off track for 70%",AMC,0.985798962,EUR,0.689739841,0.303003523,1058998,0.000257227,1037.642857,3373,0.008605929,0.44013932,1,56.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7,Republic of Moldova,0,26.275,27.01,782943,73288
172,REU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Not captured,NA,NA,,NA,AFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Réunion,0.782,NA,NA,170317,NA
173,ROU,0,0,NA,NA,10696495313,3650000,NA,64856.7,NA,0.811,0.000341233,NA,NA,NA,NA,Romania,UMIC,19328838,0.00996107,0.212766709,2.4160687,4112533.25,0.827084639,0,0.358853352,0.096235119,0.827084639,8110030,1432287,5340888,0.455088471,Off track,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,14883205,6773175,1432287,0,8504689,394659,0,0,15986585,60150718,13450918,26901835,8225066.5,0.41958187,NA,2.62E-05,,Not captured,NA,"between 10% and 40%, off track for 70%",No,0.694256303,EUR,3.111967646,0.695898946,8110030,0.000107083,2069.785714,NA,0.425533418,0.923257564,0.874747546,93.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,Romania,0.357,41.969,42.265,4978849,412908
174,RUS,0,0,NA,NA,52769713433,0,NA,0,NA,0.751,0,NA,NA,NA,NA,Russian Federation,UMIC,145934460,0.006221288,0,0.372760375,0,1.130878779,0,0.163160746,0.185602799,1.130878779,73179137,20856100,18334297,0.348763545,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,112369534,39190397,20856100,0,64211162,0,0,0,165034184,145912018,91513434,183026869,0,0.50145207,NA,0.000179293,,Not captured,NA,"40% target met, not on track for 70%",No,1,EUR,0.999846219,0.627085844,73179137,0.000679207,99119.64286,NA,0,NA,NA,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,Russian Federation,0.604,50.223,55.152,33431826,5659036
175,RWA,14564210,561600,5.00E+05,2907000,225799814.5,49158778.89,978461,1114445.78,1.138978232,NA,0.217709563,NA,NA,NA,NA,Rwanda,LIC,12952218,0.00104079,0.015464625,0.104733027,200301.2,1.555074891,0,0.15968192,0,1.555074891,8380667,0,1592541,0.15968192,Off track,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,9973208,1592541,0,0,5698976,0,0,0,20141669,12768898,11412373,22824746,400602.4,0.647044931,0.86,0.000666965,12/31/2022,Off track,0.86,"40% target met, not on track for 70%",AMC,0.982448769,AFR,0.98584644,0.881113412,8380667,0.000616455,7984.464286,614,0.030929251,0.508153633,1,1.69,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,NA,Rwanda,0,64.895,69.527,702617,46465
